Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
50lP2u9FBdxwP2mHdaQ3DR,"3Y7RZ31TRPVadSFVy1o8os","Gone Away","H.E.R.","H.E.R.",2017-10-20,249520,56,spotify:user:recks11,2020-10-23T18:17:27Z,"alternative r&b,pop,r&b",0.39,0.335,6,-12.717,0,0.141,0.669,0,0.0958,0.295,77.975,4
4coITt1FG81SBmqJ1eSPxO,"3Y7RZ31TRPVadSFVy1o8os","I Won't","H.E.R.","H.E.R.",2017-10-20,210946,52,spotify:user:recks11,2020-10-23T18:17:27Z,"alternative r&b,pop,r&b",0.527,0.407,1,-10.64,0,0.135,0.57,0.000135,0.224,0.264,174.202,4
0Aa3g9EQoPNt6PiKjaUeb7,"3Y7RZ31TRPVadSFVy1o8os","Every Kind Of Way","H.E.R.","H.E.R.",2017-10-20,160173,66,spotify:user:recks11,2020-10-23T18:17:27Z,"alternative r&b,pop,r&b",0.417,0.299,7,-8.499,1,0.0441,0.637,0.00000222,0.136,0.199,95.529,4
6PECN7ogaP2XbSmJUt9TvT,"3Y7RZ31TRPVadSFVy1o8os","Against Me","I Used To Know Her: The Prelude","H.E.R.",2018-08-03,270413,0,spotify:user:recks11,2020-10-23T18:17:27Z,"alternative r&b,pop,r&b",0.476,0.334,6,-11.718,0,0.388,0.378,0,0.213,0.0849,61.362,4
6oEVnWKgPqIEPc53OYDNqG,"3Y7RZ31TRPVadSFVy1o8os,2EMAnMvWE2eb56ToJVfCWs","Could've Been (feat. Bryson Tiller)","I Used To Know Her","H.E.R.,Bryson Tiller",2019-08-30,252746,74,spotify:user:recks11,2020-10-23T18:17:27Z,"alternative r&b,pop,r&b,kentucky hip hop,pop rap,rap,trap",0.45,0.352,1,-11.733,0,0.267,0.649,0.0000038,0.249,0.408,102.679,4
16V37tEJapC7jTli8qHImc,"3Y7RZ31TRPVadSFVy1o8os","My Song","My Song","H.E.R.",2018-01-02,350741,55,spotify:user:recks11,2020-10-23T18:17:27Z,"alternative r&b,pop,r&b",0.435,0.234,7,-8.674,0,0.0369,0.974,0.00000427,0.131,0.353,102.304,4
2rTnVB1bvwxHtaIl4uVu7f,"3Y7RZ31TRPVadSFVy1o8os,0A0FS04o6zMoto8OKPsDwY","Slide","Slide","H.E.R.,YG",2019-09-27,238321,75,spotify:user:recks11,2020-10-23T18:17:27Z,"alternative r&b,pop,r&b,cali rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",0.827,0.469,10,-9.141,0,0.341,0.0807,0.00000812,0.207,0.196,97.028,4
1u59LusHrE1Z3NgR0bJuHb,"3Y7RZ31TRPVadSFVy1o8os","21","21","H.E.R.",2019-07-26,195572,49,spotify:user:recks11,2020-10-23T18:17:27Z,"alternative r&b,pop,r&b",0.555,0.723,1,-8.133,1,0.438,0.468,0.00000108,0.243,0.523,82.224,4
16w8ZGVSjI4TlTLV8VimBY,"26VFTg2z8YR0cCuwLzESi2","Castle","BADLANDS (Deluxe)","Halsey",2015-08-28,277623,69,spotify:user:recks11,2020-10-23T18:17:27Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.626,0.571,7,-7.461,0,0.0327,0.25,0,0.0946,0.164,129.959,4
1a9tkwtqcWNOlw9ZyMMSy4,"26VFTg2z8YR0cCuwLzESi2","Drive","BADLANDS (Deluxe)","Halsey",2015-08-28,258764,0,spotify:user:recks11,2020-10-23T18:17:27Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.544,0.596,9,-8.439,0,0.0526,0.221,0.000321,0.147,0.3,113.897,4
5Dg2h1wsm7ZijCo0yLmbvR,"26VFTg2z8YR0cCuwLzESi2","Hurricane","BADLANDS (Deluxe)","Halsey",2015-08-28,223081,61,spotify:user:recks11,2020-10-23T18:17:27Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.586,0.83,0,-5.375,1,0.0416,0.00823,0.0028,0.348,0.486,120.017,4
1TnUURhehaoMWKAqQtirm6,"26VFTg2z8YR0cCuwLzESi2","Colors","BADLANDS","Halsey",2015-08-28,249499,71,spotify:user:recks11,2020-10-23T18:17:27Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.512,0.812,1,-4.809,1,0.0617,0.0534,0,0.092,0.521,100.02,4
0RpekZEjiQc0fk7s3PKXRA,"26VFTg2z8YR0cCuwLzESi2","Coming Down","BADLANDS","Halsey",2015-08-28,223299,43,spotify:user:recks11,2020-10-23T18:17:27Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.625,0.753,6,-5.983,0,0.166,0.436,0.00273,0.367,0.539,88.956,4
1r1WtSrPbAOYHE7zwq4eqK,"26VFTg2z8YR0cCuwLzESi2","Haunting","BADLANDS (Deluxe)","Halsey",2015-08-28,260797,58,spotify:user:recks11,2020-10-23T18:17:34Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.461,0.696,9,-5.752,0,0.0486,0.015,0.000491,0.21,0.311,180.006,4
2IO7yf562c1zLzpanal1DT,"26VFTg2z8YR0cCuwLzESi2","Gasoline","BADLANDS (Deluxe)","Halsey",2015-08-28,199593,74,spotify:user:recks11,2020-10-23T18:17:34Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.731,0.58,10,-7.328,0,0.0399,0.223,0,0.129,0.319,119.997,4
7mGOM1MIyelw7aCBYD1I4V,"26VFTg2z8YR0cCuwLzESi2","Control","BADLANDS","Halsey",2015-08-28,214761,0,spotify:user:recks11,2020-10-23T18:17:34Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.552,0.688,4,-5.57,0,0.034,0.393,0,0.251,0.245,119.855,4
7CoPLVZcDZbsUbfDdaYsk1,"26VFTg2z8YR0cCuwLzESi2","Young God","BADLANDS (Deluxe)","Halsey",2015-08-28,180088,0,spotify:user:recks11,2020-10-23T18:17:34Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.44,0.593,9,-6.521,0,0.0396,0.292,0.00000506,0.119,0.194,119.86,4
5XijWLBY0vwl5MPUpQA2Ha,"26VFTg2z8YR0cCuwLzESi2","Is There Somewhere","Room 93","Halsey",2015-04-14,211669,60,spotify:user:recks11,2020-10-23T18:17:34Z,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.507,0.553,9,-7.62,1,0.046,0.126,0.000175,0.087,0.181,130.072,4
4zJbxanDbuZZMm6nippyZF,"7FqkRutc4zWMrnEAUv3Xwd","Rapper","Rapper","Hardy Caprio",2018-02-22,173000,52,spotify:user:recks11,2020-10-23T18:17:34Z,"afroswing,grime,uk hip hop",0.635,0.544,1,-9.317,0,0.415,0.507,0,0.262,0.65,136.431,5
30gtTutU8xEaXmKqL37pSG,"1eCaedusgydlcn69blHOvL","Kushoto Kulia","Kushoto Kulia","Harmonize",2019-11-20,196728,10,spotify:user:recks11,2020-10-23T18:17:34Z,"azontobeats,bongo flava,tanzanian pop,ugandan pop",0.902,0.66,3,-6.519,0,0.179,0.39,0,0.163,0.879,109.994,4
2Q5vcjjTIQRdWSmOiGWYBH,"7JkJKtwP9pkix2AxUJmXjS","Sunlight","Sunlight","Helena",2012-07-27,225280,17,spotify:user:recks11,2020-10-23T18:17:34Z,"",0.67,0.719,11,-4.747,0,0.0474,0.309,0.0000107,0.283,0.475,151.981,4
2ENA14ETkUwPr3NWvXXfp6,"4awgEb2pQYbDOC6OFuPy9x","Can I Get Love?","Can I Get Love?","HIGH HØØPS",2018-06-29,213360,41,spotify:user:recks11,2020-10-23T18:17:34Z,"nz pop",0.759,0.454,3,-8.559,1,0.0799,0.046,0.216,0.0915,0.731,81.999,4
2EtvZWYYpm95mywC9eKNF6,"28KOnhhvUnyvgRNXEQ41WL","Sedative","Sedative","Hollis",2019-10-30,194320,18,spotify:user:recks11,2020-10-23T18:17:34Z,"",0.882,0.431,5,-6.933,1,0.0545,0.249,0.000138,0.111,0.338,131.004,4
5ehUXOmfG5u6V3LgNZ3pL6,"0Vw76uk7P8yVtTClWyOhac,24HNTbd7Y2qVOCyzIosYi9","I Got You ◑","Love Me / Love Me Not","HONNE,Nana Rogues",2018-08-24,211711,52,spotify:user:recks11,2020-10-23T18:17:34Z,"chill r&b,uk pop,uk hip hop",0.668,0.515,7,-6.033,0,0.25,0.046,0,0.17,0.64,86.505,4
6WRT6Myni7RKvG01DV6gWJ,"7EWU4FhUJM1sZQgQKdENeT","Sag My Pants","Raw","Hopsin",2010-11-19,224130,34,spotify:user:recks11,2020-10-23T18:17:34Z,"conscious hip hop,hip hop,pop rap,rap",0.889,0.529,2,-9.654,1,0.343,0.209,0,0.14,0.797,97.422,4
2ApgD2AGOa4XxzWDdqHM65,"2FXC3k01G6Gw61bmprjgqS","No Plan","Wasteland, Baby!","Hozier",2019-03-01,331013,55,spotify:user:recks11,2020-10-23T18:17:34Z,"irish singer-songwriter,modern rock,pop",0.456,0.75,9,-4.609,0,0.0444,0.115,0.0000169,0.114,0.564,80.019,4
5as9tTS1Ye6ZkOzbV2Utvt,"7DBXiFez54rbGjqw1tWi5w","The Faster the Treadmill - EP Version","Cool Is Just A Number","I Fight Dragons",2010-04-26,223826,28,spotify:user:recks11,2020-10-23T18:17:34Z,"chiptune,comic,nintendocore",0.528,0.694,10,-7.035,1,0.0305,0.0566,0.057,0.14,0.199,139.94,4
5Qg7J4eL2ccFUyFyrtVC4W,"7DBXiFez54rbGjqw1tWi5w","Heads Up, Hearts Down - EP Version","Cool Is Just A Number","I Fight Dragons",2010-04-26,197186,24,spotify:user:recks11,2020-10-23T18:17:34Z,"chiptune,comic,nintendocore",0.419,0.801,0,-7.387,1,0.037,0.000264,0.0286,0.199,0.508,171.99,4
544MloQ7QqEAHI5P9EgVer,"7DBXiFez54rbGjqw1tWi5w","No One Likes Superman Anymore - EP Version","Cool Is Just A Number","I Fight Dragons",2010-04-26,221400,22,spotify:user:recks11,2020-10-23T18:17:34Z,"chiptune,comic,nintendocore",0.525,0.749,4,-8.079,1,0.0356,0.000607,0.0000901,0.135,0.244,145.01,4
6A41yefu8dJV0BsUotMjiE,"7DBXiFez54rbGjqw1tWi5w","The Near Future II. Eighteen","The Near Future","I Fight Dragons",2014-12-09,198647,26,spotify:user:recks11,2020-10-23T18:17:34Z,"chiptune,comic,nintendocore",0.565,0.842,9,-4.372,1,0.0544,0.0622,0.00000141,0.246,0.53,145.062,4
68P34BDBALZd4dn3eppgvF,"7DBXiFez54rbGjqw1tWi5w","The Near Future IV. Another Week","The Near Future","I Fight Dragons",2014-12-09,202416,22,spotify:user:recks11,2020-10-23T18:17:34Z,"chiptune,comic,nintendocore",0.731,0.66,6,-4.621,0,0.0281,0.131,0,0.168,0.675,114.951,4
4kIRyUnl8elQFStSL8866M,"7za6M9P94wuMsOVCHopTsI","Shade","Hoodrich Vol. 3","IAMDDB",2017-09-01,175097,62,spotify:user:recks11,2020-10-23T18:17:34Z,"alternative r&b,uk contemporary r&b",0.799,0.679,0,-3.476,0,0.0364,0.386,0,0.111,0.408,122.011,4
5tlS0uKOeIVJ8FxAncTSe5,"2ZavqCJe7uqkRpISes0NFi,09OSlbN2DUUOG9cbRWdWuT","Prescription Plan (feat. Mansa)","Boss up (Deluxe)","Iamsu!,Mansa",2018-03-02,191164,11,spotify:user:recks11,2020-10-23T18:17:34Z,"cali rap,hyphy,trap,west coast trap",0.832,0.38,5,-8.48,0,0.26,0.535,0,0.0999,0.716,136.025,4
1QPMFaXPMgIMNvttDDdXwy,"2ZavqCJe7uqkRpISes0NFi","Track One","Boss up (Deluxe)","Iamsu!",2018-03-02,170397,9,spotify:user:recks11,2020-10-23T18:17:34Z,"cali rap,hyphy,trap,west coast trap",0.692,0.751,1,-4.737,1,0.0974,0.123,0,0.265,0.348,96.084,4
6ficUPpshKKUmKa6SLN7Oq,"2ZavqCJe7uqkRpISes0NFi,2QLM9IFaHBtB16b8ZDaA3A,7zmuMr74dNGqjq74uibncO,6PhukEDmCNt2jyDZnM4TrK,6kXYz9AWM0zp233hM4BT8j","Never Goin' Broke (feat. Kehlani)","Gang Forever","Iamsu!,P-Lo,Kool John,Jay Anthony,Skipper",2013-08-12,208200,51,spotify:user:recks11,2020-10-23T18:17:34Z,"cali rap,hyphy,trap,west coast trap,asian american hip hop",0.811,0.717,2,-4.293,1,0.0511,0.267,0,0.128,0.802,97.992,4
5mu1uv8RmzDkF8foePK5qa,"5yG7ZAZafVaAlMTeBybKAL,5LHRHt1k9lMyONurDHEdrp","Kream (feat. Tyga)","Survive The Summer","Iggy Azalea,Tyga",2018-08-03,166626,72,spotify:user:recks11,2020-10-23T18:17:34Z,"australian hip hop,dance pop,hip pop,pop,pop rap,post-teen pop,hip hop,rap,southern hip hop,trap",0.785,0.425,10,-6.665,1,0.137,0.0335,0.00000436,0.108,0.192,174.028,4
4G8gkOterJn0Ywt6uhqbhp,"53XhwfbYqKCa1cC15pYq2q","Radioactive","Night Visions","Imagine Dragons",2012-09-04,186813,73,spotify:user:recks11,2020-10-23T18:17:34Z,"modern rock,rock",0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,4
2Oehrcv4Kov0SuIgWyQY9e,"53XhwfbYqKCa1cC15pYq2q","Demons","Night Visions (Deluxe)","Imagine Dragons",2012-09-04,175200,0,spotify:user:recks11,2020-10-23T18:17:34Z,"modern rock,rock",0.327,0.71,3,-2.928,1,0.0547,0.202,0.00009,0.28,0.416,179.561,4
6XpfrI2hjCWLyOFAuLJ83z,"53XhwfbYqKCa1cC15pYq2q","On Top Of The World","Night Visions","Imagine Dragons",2012-09-04,192280,36,spotify:user:recks11,2020-10-23T18:17:34Z,"modern rock,rock",0.631,0.924,0,-5.589,1,0.146,0.0841,0.00000359,0.084,0.755,100.045,4
6nYD1UPZzBfnA9aL5TrWTc,"53XhwfbYqKCa1cC15pYq2q","Amsterdam","Night Visions (Deluxe)","Imagine Dragons",2012-09-04,241426,0,spotify:user:recks11,2020-10-23T18:17:34Z,"modern rock,rock",0.502,0.775,4,-4.97,1,0.0371,0.0072,0.00000858,0.134,0.203,114.996,4
6wWphSJNz9GiKWb6EcealX,"53XhwfbYqKCa1cC15pYq2q","Hear Me","Night Visions (Deluxe)","Imagine Dragons",2012-09-04,232240,0,spotify:user:recks11,2020-10-23T18:17:34Z,"modern rock,rock",0.612,0.836,4,-4.705,1,0.0378,0.000361,0.00167,0.0753,0.478,125.001,4
1DirzC3jiBhwQ15rajeobq,"53XhwfbYqKCa1cC15pYq2q","Nothing Left To Say / Rocks - Medley","Night Visions (Deluxe)","Imagine Dragons",2012-09-04,536053,0,spotify:user:recks11,2020-10-23T18:17:34Z,"modern rock,rock",0.268,0.79,0,-7.25,1,0.0469,0.117,0.0000725,0.59,0.051,108.019,4
4zIO3ilp5HvTeK3HJHxhMP,"53XhwfbYqKCa1cC15pYq2q","Natural","Natural","Imagine Dragons",2018-07-17,189466,2,spotify:user:recks11,2020-10-23T18:17:34Z,"modern rock,rock",0.448,0.612,2,-6.106,1,0.0708,0.216,0,0.08,0.213,97.773,4
10SUWedx0zohs8M3OJpnA7,"7GN9PivdemQRKjDt4z5Zv8","Get Away","Ego Death","The Internet",2015-06-26,148706,54,spotify:user:recks11,2020-10-23T18:17:34Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul",0.757,0.485,9,-12.309,1,0.0648,0.402,0.619,0.193,0.372,110.371,4
5xok0LRntz8qY9ljEwPV9L,"7GN9PivdemQRKjDt4z5Zv8,6ueGR6SWhUJfvEhqkvMsVs","Gabby (feat. Janelle Monáe)","Ego Death","The Internet,Janelle Monáe",2015-06-26,212080,47,spotify:user:recks11,2020-10-23T18:17:34Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul,afrofuturism,atl hip hop,dance pop,electropop,escape room,pop,r&b",0.498,0.78,9,-4.947,1,0.201,0.00909,0.16,0.25,0.657,156.772,4
5cpB6MXX1RmdVHnTLcKtHC,"7GN9PivdemQRKjDt4z5Zv8,27w1NoOLMX7tJMYqcetPyG","Go with It (feat. Vic Mensa)","Ego Death","The Internet,VIC MENSA",2015-06-26,266226,46,spotify:user:recks11,2020-10-23T18:17:34Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul,chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,underground hip hop",0.664,0.646,11,-8.936,0,0.0802,0.281,0.000111,0.16,0.598,94.97,4
2F4JaV4P4zajoAiUkHD36b,"7GN9PivdemQRKjDt4z5Zv8","Just Sayin/I Tried","Ego Death","The Internet",2015-06-26,413586,51,spotify:user:recks11,2020-10-23T18:17:34Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul",0.489,0.506,11,-10.251,1,0.177,0.427,0.0862,0.12,0.431,95.528,4
3PFaFVWq5wucLu6s4baj9D,"7GN9PivdemQRKjDt4z5Zv8,6qgnBH6iDM91ipVXv28OMu","Girl (feat. KAYTRANADA)","Ego Death","The Internet,KAYTRANADA",2015-06-26,415613,67,spotify:user:recks11,2020-10-23T18:17:34Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul,escape room",0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,4
3NWTRZ0A8xKlBP1qgNftql,"7GN9PivdemQRKjDt4z5Zv8","Special Affair","Ego Death","The Internet",2015-06-26,176186,64,spotify:user:recks11,2020-10-23T18:17:34Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul",0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095,4
6dET51TwAJPrKV5wmA5Vhr,"7GN9PivdemQRKjDt4z5Zv8","Dontcha","Feel Good","The Internet",2013-09-20,201640,53,spotify:user:recks11,2020-10-23T18:17:34Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul",0.861,0.346,8,-12.033,0,0.0702,0.0161,0.127,0.104,0.579,115.264,4
5FX89IUKm9QJT9ymrmyK4k,"6aaMZ3fcfLv4tEbmY7bjRM","Free Lunch","The Sun's Tirade","Isaiah Rashad",2016-09-02,192029,63,spotify:user:recks11,2020-10-23T18:17:34Z,"hip hop,rap,tennessee hip hop,underground hip hop",0.865,0.472,11,-7.359,0,0.237,0.223,0.0000539,0.109,0.843,130.011,4
2RPbEp0DyBVlkRvvYKopO7,"6aaMZ3fcfLv4tEbmY7bjRM,3qBKjEOanahMxlRojwCzhI,2YZyLoL8N0Wb9xBt1NhZWg","Wat's Wrong (feat. Zacari & Kendrick Lamar)","The Sun's Tirade","Isaiah Rashad,Zacari,Kendrick Lamar",2016-09-02,330783,68,spotify:user:recks11,2020-10-23T18:17:34Z,"hip hop,rap,tennessee hip hop,underground hip hop,gqom,conscious hip hop,west coast rap",0.706,0.688,1,-6.357,1,0.269,0.151,0,0.466,0.313,125.966,4
0QpYkajexWrB0P3TWvkHlm,"6l3HvQ5sa6mXTsMTB19rO5","Rich Niggaz","Born Sinner","J. Cole",2013-06-14,276093,3,spotify:user:recks11,2020-10-23T18:17:34Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.586,0.717,8,-8.543,0,0.197,0.472,0.00236,0.104,0.306,125.007,4
3Iz0A1nuTjiLvXQaBxjWzn,"6l3HvQ5sa6mXTsMTB19rO5","Mo Money (Interlude)","Born Sinner","J. Cole",2013-06-14,77640,0,spotify:user:recks11,2020-10-23T18:17:34Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.617,0.719,1,-7.635,0,0.387,0.756,0,0.149,0.477,84.831,4
4pqiLICe0uTHb9WfY02ek9,"6l3HvQ5sa6mXTsMTB19rO5","Trouble","Born Sinner","J. Cole",2013-06-14,258399,1,spotify:user:recks11,2020-10-23T18:17:34Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.74,0.474,11,-8.708,0,0.0622,0.174,0.00000831,0.153,0.0818,107.454,4
7yotKA30dwTKNEGomV9ZsI,"6l3HvQ5sa6mXTsMTB19rO5","KOD","KOD","J. Cole",2018-04-20,191436,71,spotify:user:recks11,2020-10-23T18:17:34Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.823,0.783,0,-6.274,1,0.154,0.21,0,0.113,0.199,141.882,4
0bhnUFDQFCEHCBlsQfHnj5,"6l3HvQ5sa6mXTsMTB19rO5","Photograph","KOD","J. Cole",2018-04-20,218953,64,spotify:user:recks11,2020-10-23T18:17:34Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.691,0.487,1,-6.416,1,0.268,0.0299,0,0.0868,0.358,104.98,3
3rFF7kSm5qBOOPs6ljFgPp,"6l3HvQ5sa6mXTsMTB19rO5,3EWxytcxaM0tksU6v3je2Q","The Cut Off (feat. kiLL edward)","KOD","J. Cole,kiLL edward",2018-04-20,237295,59,spotify:user:recks11,2020-10-23T18:17:34Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.734,0.543,1,-7.979,1,0.4,0.186,0,0.372,0.336,78.168,4
2UciqgwVDwro0fev3MFbxJ,"6l3HvQ5sa6mXTsMTB19rO5","ATM","KOD","J. Cole",2018-04-20,216726,67,spotify:user:recks11,2020-10-23T18:17:34Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.772,0.498,8,-7.661,1,0.649,0.115,0,0.0898,0.351,81.817,4
1AT4xjNarTswd0UZ5FlmKF,"6l3HvQ5sa6mXTsMTB19rO5","Motiv8","KOD","J. Cole",2018-04-20,133921,65,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.869,0.385,4,-7.801,1,0.297,0.135,0,0.0931,0.596,149.897,4
6onwlDmIVKE8bBgyBRSuS0,"6l3HvQ5sa6mXTsMTB19rO5,3EWxytcxaM0tksU6v3je2Q","FRIENDS (feat. kiLL edward)","KOD","J. Cole,kiLL edward",2018-04-20,257646,59,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.715,0.652,6,-7.909,0,0.396,0.101,0,0.11,0.498,109.28,5
7EulRO07ZgchxqKUHb8Pvc,"6l3HvQ5sa6mXTsMTB19rO5","1985 - Intro to “The Fall Off”","KOD","J. Cole",2018-04-20,190176,66,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.679,0.648,2,-5.892,1,0.445,0.145,0,0.182,0.635,94.378,4
2JvzF1RMd7lE3KmFlsyZD8,"6l3HvQ5sa6mXTsMTB19rO5","MIDDLE CHILD","MIDDLE CHILD","J. Cole",2019-01-23,213593,82,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,4
3MWlVSkoLS1e66nlZ2tuWJ,"6l3HvQ5sa6mXTsMTB19rO5","For Whom The Bell Tolls","4 Your Eyez Only","J. Cole",2016-12-09,127880,58,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.595,0.416,10,-10.957,0,0.0366,0.536,0,0.293,0.185,74.556,4
6AGON2BGdPmPMJGiiNuuwl,"6l3HvQ5sa6mXTsMTB19rO5","Immortal","4 Your Eyez Only","J. Cole",2016-12-09,201666,66,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.744,0.43,3,-10.604,0,0.309,0.455,0.00000273,0.126,0.266,92.039,4
2z3joGXrdGL2iEjIKQTiN1,"6l3HvQ5sa6mXTsMTB19rO5","Ville Mentality","4 Your Eyez Only","J. Cole",2016-12-09,194346,63,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.87,0.386,7,-7.843,0,0.0684,0.745,0.00013,0.122,0.642,119.91,3
0utlOiJy2weVl9WTkcEWHy,"6l3HvQ5sa6mXTsMTB19rO5","Neighbors","4 Your Eyez Only","J. Cole",2016-12-09,216520,74,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,4
5rmcjZTrE9JR1YrbNZDFNW,"6l3HvQ5sa6mXTsMTB19rO5","She's Mine Pt. 2","4 Your Eyez Only","J. Cole",2016-12-09,278920,60,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.486,0.194,2,-15.265,1,0.0712,0.798,0.00624,0.114,0.048,70.031,4
1vvnYpYEMVB4aq9I6tHIEB,"6l3HvQ5sa6mXTsMTB19rO5","4 Your Eyez Only","4 Your Eyez Only","J. Cole",2016-12-09,530253,66,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.701,0.485,11,-10.305,0,0.364,0.367,0.0000631,0.0852,0.496,78.863,4
6NyhBA9M6KK0fuVsojxL00,"6l3HvQ5sa6mXTsMTB19rO5","January 28th","2014 Forest Hills Drive","J. Cole",2014-12-09,242813,64,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.478,0.546,5,-8.59,1,0.354,0.26,0,0.0951,0.373,79.237,4
6Ius4TC0L3cN74HT7ENE6e,"6l3HvQ5sa6mXTsMTB19rO5","Wet Dreamz","2014 Forest Hills Drive","J. Cole",2014-12-09,239320,81,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.517,0.705,6,-8.205,0,0.364,0.0751,0,0.128,0.584,175.906,4
7lL3MvFWFFSD25pBz72Agj,"6l3HvQ5sa6mXTsMTB19rO5","A Tale of 2 Citiez","2014 Forest Hills Drive","J. Cole",2014-12-09,269786,70,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.559,0.556,6,-7.844,1,0.531,0.553,0,0.251,0.362,189.861,4
16qYlQ6koFxYVbiJbGHblz,"6l3HvQ5sa6mXTsMTB19rO5","G.O.M.D.","2014 Forest Hills Drive","J. Cole",2014-12-09,301133,74,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.89,0.393,4,-10.821,0,0.267,0.331,0.00000881,0.283,0.304,128.084,4
62vpWI1CHwFy7tMIcSStl8,"6l3HvQ5sa6mXTsMTB19rO5","No Role Modelz","2014 Forest Hills Drive","J. Cole",2014-12-09,292986,86,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.692,0.521,10,-8.465,0,0.33,0.301,0,0.0565,0.463,100.45,4
1HNs07uZxZniPNmniw2GTa,"6l3HvQ5sa6mXTsMTB19rO5","Apparently","2014 Forest Hills Drive","J. Cole",2014-12-09,293040,70,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.8,0.543,5,-9.236,1,0.0911,0.564,0,0.116,0.534,133.98,4
4gkl7QbQvBd3TM9PhlWFkI,"6l3HvQ5sa6mXTsMTB19rO5","Love Yourz","2014 Forest Hills Drive","J. Cole",2014-12-09,211680,73,spotify:user:recks11,2020-10-23T18:17:40Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.502,0.623,8,-8.812,1,0.44,0.609,0,0.119,0.399,75.578,1
5m9Oa79lqWTRxTmHjbxOX3,"0xOeVMOz2fVg5BJY3N6akT","P","ERYS (Deluxe)","Jaden",2019-07-05,168280,49,spotify:user:recks11,2020-10-23T18:17:40Z,"hip hop,rap",0.401,0.287,1,-8.236,0,0.0264,0.326,0.00000907,0.261,0.168,86.649,4
